id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id
1238,20730,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1239,186949,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1240,27675,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1241,313039,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1242,303853,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1243,1435188,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1244,7310,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1245,39904,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1246,14594,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1247,13342,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1248,17955,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1249,112306,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1250,167505,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1251,468601,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1252,702375,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1253,16453,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1254,371067,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1255,340296,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1256,130952,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1257,125199,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1258,29988,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1259,480490,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1260,44442,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1261,75375,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1262,513205,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1263,1046595,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1264,108647,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1265,14384,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1266,47151,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1267,31443,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1268,576057,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1269,22548,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1270,332823,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1271,137302,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1272,19445,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1273,11002,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1274,28164,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1275,71786,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1276,26844,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1277,106097,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1278,30675,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1279,369273,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,bp1evZYjwarCVSaPPUin
1280,1485372,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-02-10 00:00:00.000000 UTC,Ed9wuAC3RlOfWkENchdD
1281,1496258,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-02-10 00:00:00.000000 UTC,Ed9wuAC3RlOfWkENchdD
1282,8430,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1283,17522,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1284,24209,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1285,20180,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1286,14991,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1287,15985,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1288,31048,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,dYKpFF80TDjNifLt1nsx
1289,546720,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,zXOdHOUQ2oenSi8Th1Cu
1290,40178,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,KcagRYkfO4ZasSxwgOMl
1291,10627,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-02 00:00:00.000000 UTC,KcagRYkfO4ZasSxwgOMl
1292,42361,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-03-22 00:00:00.000000 UTC,R5lEBrpb5UaVuhYbMaPZ
1293,40055,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-03-22 00:00:00.000000 UTC,R5lEBrpb5UaVuhYbMaPZ
1294,117810,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1295,113098,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1296,1538677,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-02-08 00:00:00.000000 UTC,OwCPJi0EvXC87JcEEHSc
1297,1551396,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,huIXEhxBfSOq548jUIhM
1298,320258,0,2021-12-17 00:00:00.000000 UTC,2022-01-31 00:00:00.000000 UTC,2022-03-10 00:00:00.000000 UTC,hxqG9XWajLuQEehehem6
1299,1696709,0,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1300,54212,63779,2021-12-17 00:00:00.000000 UTC,2022-01-16 00:00:00.000000 UTC,,tH6pmGGxnBHHOsdVDFvR
1301,66912,78720,2021-12-17 00:00:00.000000 UTC,2022-01-01 00:00:00.000000 UTC,,SRyNwRSbaPRzxiSBF0nQ
1302,128563,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-03-15 00:00:00.000000 UTC,SxshkvCKYjqunlbVVWa3
1303,850563,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,SxshkvCKYjqunlbVVWa3
1304,36596,0,2021-12-17 00:00:00.000000 UTC,2021-12-17 00:00:00.000000 UTC,2022-01-08 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
1305,35998,0,2021-12-17 00:00:00.000000 UTC,2021-12-17 00:00:00.000000 UTC,2022-01-08 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
1306,298808,0,2021-12-17 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,2022-11-17 00:00:00.000000 UTC,mZYsgbVELCbCzxoguj9J
1307,142738,0,2021-12-17 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-08-10 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1308,1439761,0,2021-12-17 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1309,149600,0,2021-12-18 00:00:00.000000 UTC,2022-04-02 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1310,152592,0,2021-12-18 00:00:00.000000 UTC,2022-04-02 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1311,152592,0,2021-12-18 00:00:00.000000 UTC,2022-04-02 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1312,152592,0,2021-12-18 00:00:00.000000 UTC,2022-04-02 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1313,132179,0,2021-12-18 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,2022-04-06 00:00:00.000000 UTC,huIXEhxBfSOq548jUIhM
1314,386994,0,2021-12-18 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,2022-04-06 00:00:00.000000 UTC,huIXEhxBfSOq548jUIhM
1315,164475,0,2021-12-18 00:00:00.000000 UTC,2022-01-17 00:00:00.000000 UTC,2022-03-28 00:00:00.000000 UTC,tjFgcJam1OWEoFS8j0FH
1316,1768258,2080304,2021-12-18 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,,6JiVpSAze286QFXb9RXK
1317,567357,0,2021-12-18 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,2022-03-23 00:00:00.000000 UTC,huIXEhxBfSOq548jUIhM
1318,1796739,0,2021-12-18 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,2022-03-04 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1319,1811584,0,2021-12-18 00:00:00.000000 UTC,2022-01-17 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1320,1669649,0,2021-12-18 00:00:00.000000 UTC,2022-01-17 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1321,31059,0,2021-12-18 00:00:00.000000 UTC,2021-12-18 00:00:00.000000 UTC,2022-01-08 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
1322,36775,0,2021-12-18 00:00:00.000000 UTC,2021-12-18 00:00:00.000000 UTC,2022-01-08 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
1323,27126,0,2021-12-18 00:00:00.000000 UTC,2021-12-18 00:00:00.000000 UTC,2022-01-06 00:00:00.000000 UTC,zWH50OhU94uh2aDFEO9K
1324,27254,0,2021-12-18 00:00:00.000000 UTC,2021-12-18 00:00:00.000000 UTC,2022-01-06 00:00:00.000000 UTC,zWH50OhU94uh2aDFEO9K
1325,9180,0,2021-12-18 00:00:00.000000 UTC,2021-12-23 00:00:00.000000 UTC,2021-12-31 00:00:00.000000 UTC,RUa7Dh4Gh1uJh9FJFSsq
1326,1787513,0,2021-12-18 00:00:00.000000 UTC,2022-02-16 00:00:00.000000 UTC,2022-03-04 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1327,1669596,0,2021-12-18 00:00:00.000000 UTC,2022-03-18 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1328,1455968,0,2021-12-19 00:00:00.000000 UTC,2022-02-02 00:00:00.000000 UTC,2022-02-02 00:00:00.000000 UTC,GmMEqN16imbe8gGvRhNG
1329,173623,0,2021-12-19 00:00:00.000000 UTC,2022-02-17 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1330,58543,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-01-29 00:00:00.000000 UTC,meQJxx6s76FVcIR55ODP
1331,128432,0,2021-12-20 00:00:00.000000 UTC,2022-03-20 00:00:00.000000 UTC,2022-06-18 00:00:00.000000 UTC,vkNEm6wTBFnPboH7K8Ec
1332,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1333,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1334,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1335,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1336,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1337,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1338,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1339,149600,0,2021-12-20 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1340,21447,0,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,2022-08-11 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1341,1539239,0,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,2022-08-22 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1342,171513,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-04-12 00:00:00.000000 UTC,2SdSYtR1r9j1GCtfJWiz
1343,6205,0,2021-12-20 00:00:00.000000 UTC,2022-03-20 00:00:00.000000 UTC,2022-01-17 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1344,1827292,0,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,2022-01-15 00:00:00.000000 UTC,6tYO4at7N5JO1d9w8S2t
1345,246789,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,9Ez4a18dPiQIvzeDMSh5
1346,109808,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-02-24 00:00:00.000000 UTC,bA2Twt595prTBqRtOOSm
1347,23586,0,2021-12-20 00:00:00.000000 UTC,2022-02-03 00:00:00.000000 UTC,2022-03-30 00:00:00.000000 UTC,T4TzczeC14LyAiYktHPG
1348,63070,0,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
1349,1844019,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-04-04 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1350,1810836,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1351,1834948,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1352,1691425,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1353,1338107,0,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,2022-03-29 00:00:00.000000 UTC,EsTwsL9XKg2gf0VLSZeB
1354,75285,88571,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,,tH6pmGGxnBHHOsdVDFvR
1355,1331238,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-03-23 00:00:00.000000 UTC,NBZrBQbD9OTGTAbkeohj
1356,69809,82128,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,,4BdbgDoApw1nD0kmtVkM
1357,105944,124640,2021-12-20 00:00:00.000000 UTC,2022-01-04 00:00:00.000000 UTC,,SRyNwRSbaPRzxiSBF0nQ
1358,288405,0,2021-12-20 00:00:00.000000 UTC,2022-02-03 00:00:00.000000 UTC,2022-03-01 00:00:00.000000 UTC,27klxxgMyhJtvRYnVLpK
1359,181475,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-04-20 00:00:00.000000 UTC,za9xkYmmc1LgzavNsK5V
1360,357000,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-02-02 00:00:00.000000 UTC,Dt3YAKHQQv86EMMxjYAI
1361,1916467,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1362,1877362,0,2021-12-20 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1363,464236,15214,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,,Bt7EJphi64L9eFttpdab
1364,121372,0,2021-12-20 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,2022-08-10 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1365,1874963,0,2021-12-20 00:00:00.000000 UTC,2022-03-20 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1366,1649263,0,2021-12-20 00:00:00.000000 UTC,2022-03-20 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1367,32497,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-10-31 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
1368,149600,0,2021-12-21 00:00:00.000000 UTC,2022-04-05 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1369,149600,0,2021-12-21 00:00:00.000000 UTC,2022-04-05 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
1370,30692,0,2021-12-21 00:00:00.000000 UTC,2022-01-20 00:00:00.000000 UTC,2022-07-04 00:00:00.000000 UTC,Fc8CJmFyV1qtwOr6oukK
1371,51464,0,2021-12-21 00:00:00.000000 UTC,2022-02-04 00:00:00.000000 UTC,2022-02-14 00:00:00.000000 UTC,yRBJU6FTJpqeUK2Sn2cc
1372,99450,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-04-22 00:00:00.000000 UTC,ynbDgTvgv77SMo95BbOW
1373,66470,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-04-22 00:00:00.000000 UTC,ynbDgTvgv77SMo95BbOW
1374,248540,0,2021-12-21 00:00:00.000000 UTC,2022-01-20 00:00:00.000000 UTC,2022-03-28 00:00:00.000000 UTC,btT2IsVvQ1AbPUHAPkw1
1375,18054,0,2021-12-21 00:00:00.000000 UTC,2021-12-21 00:00:00.000000 UTC,2022-04-12 00:00:00.000000 UTC,2SdSYtR1r9j1GCtfJWiz
1376,37642,44285,2021-12-21 00:00:00.000000 UTC,2022-03-21 00:00:00.000000 UTC,,urA8oi9jXtdxFnG8UaWK
1377,48144,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-02-18 00:00:00.000000 UTC,Cdi1XUsXJcXa3th2cuA8
1378,1815229,0,2021-12-21 00:00:00.000000 UTC,2022-03-21 00:00:00.000000 UTC,2022-02-01 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1379,1263368,0,2021-12-21 00:00:00.000000 UTC,2022-03-21 00:00:00.000000 UTC,2022-02-01 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1380,38488,0,2021-12-21 00:00:00.000000 UTC,2022-03-21 00:00:00.000000 UTC,2022-05-13 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1381,18054,21240,2021-12-21 00:00:00.000000 UTC,2021-12-21 00:00:00.000000 UTC,,FunXVV0qAoHLXOHtfbiZ
1382,21250,0,2021-12-21 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,zwFmuj7p6kSPheLzMiSm
1383,270782,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
1384,253558,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
1385,1728455,0,2021-12-21 00:00:00.000000 UTC,2022-01-20 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1386,1794262,0,2021-12-21 00:00:00.000000 UTC,2022-01-20 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1387,18054,21240,2021-12-21 00:00:00.000000 UTC,2021-12-21 00:00:00.000000 UTC,,tH6pmGGxnBHHOsdVDFvR
1388,32079,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-02-08 00:00:00.000000 UTC,aLMq2Jo5tbzWlIXTYdhA
1389,35496,41760,2021-12-21 00:00:00.000000 UTC,2022-01-05 00:00:00.000000 UTC,,SRyNwRSbaPRzxiSBF0nQ
1390,10832,0,2021-12-21 00:00:00.000000 UTC,2021-12-21 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,SxshkvCKYjqunlbVVWa3
1391,17653,0,2021-12-21 00:00:00.000000 UTC,2021-12-21 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,SxshkvCKYjqunlbVVWa3
1392,1650507,0,2021-12-21 00:00:00.000000 UTC,2022-01-20 00:00:00.000000 UTC,2022-04-21 00:00:00.000000 UTC,NAjIqWHdkYIerr4y239b
1393,101182,0,2021-12-21 00:00:00.000000 UTC,2022-01-20 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,iH018mAualOKOokiq2Qu
1394,177681,0,2021-12-21 00:00:00.000000 UTC,2022-02-04 00:00:00.000000 UTC,2022-04-26 00:00:00.000000 UTC,9MOgDPtLcmLnRyktaiEN
1395,21994,0,2021-12-21 00:00:00.000000 UTC,2022-02-04 00:00:00.000000 UTC,2022-04-26 00:00:00.000000 UTC,9MOgDPtLcmLnRyktaiEN
1396,117677,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-08-10 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1397,118238,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-08-10 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
1398,115106,0,2021-12-21 00:00:00.000000 UTC,2022-02-19 00:00:00.000000 UTC,2022-08-10 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
